gender_exclusive,gender_inclusive,difficulty,origin
Los médicos están trabajando horas extra para atender a los pacientes.,El personal médico está trabajando horas extra para atender a los pacientes.,plurales,GPT-3.5_fewshot
Las costumbres y tradiciones de los japoneses son un reflejo de su profundo respeto por la historia y la naturaleza,Las costumbres y tradiciones japonesas son un reflejo de su profundo respeto por la historia y la naturaleza,culturas,GPT-3.5_fewshot
Los peleteros confeccionaron abrigos de piel de alta calidad.,El sector peletero confeccionó abrigos de piel de alta calidad.,plurales,GPT-3.5_CaDi
Se requiere la colaboración de cada miembro del equipo para completar el proyecto a tiempo.,Se requiere la colaboración de cada integrante del equipo para completar el proyecto a tiempo.,persona_generica,GPT-3.5_fewshot
Los bomberos apagan incendios y salvan vidas.,El personal de bomberos apaga incendios y salva vidas.,plural_complejo,GPT-3.5_fewshot
Los españoles son conocidos por su hospitalidad.,La población española es conocida por su hospitalidad.,plurales,GPT-4_human
Los jueces emitieron un fallo en el caso de corrupción.,El aparato judicial emitió un fallo en el caso de corrupción.,plurales,GPT-3.5_fs_multiplication
Me gusta que alguien de vez en cuando me lea algo,Me gusta que alguien de vez en cuando me lea algo,no_cambia,neutral_es
Los científicos están estudiando el efecto del cambio climático en los océanos.,La comunidad científica está estudiando el efecto del cambio climático en los océanos.,plurales,GPT-3.5_CaDi
"Debido a esto , el premio podrá asignarse totalmente a las candidatas seleccionadas tras acabar la prueba","Debido a esto , el premio podrá asignarse totalmente a las candidaturas seleccionadas tras acabar la prueba",dificultades_variadas,neutral_es
Los lugareños celebraron una fiesta tradicional en el pueblo.,Las personas del lugar celebraron una fiesta tradicional en el pueblo.,plural_complejo,GPT-3.5_fs_multiplication
Dichos participantes serán evaluados según su desempeño.,Tales participantes serán evaluados según su desempeño.,persona_generica,GPT-3.5_fewshot
Se contó con la presencia de unos ciento cincuenta asistentes,Se contó con la presencia de ciento cincuenta asistentes,dificultades_variadas,neutral_es
Los poblanos tienen un nivel de vida bueno,El nivel de vida en Puebla es bueno,culturas,guia_MX
la mujer de David es muy buena consultor,la mujer de David es muy buena consultora,feminizar_profesiones,human_combinatory
Todas tenemos una imagen de nosotras mismas,Cada persona tiene una imagen de sí misma,dificultades_variadas,neutral_es
Los chefs del restaurante elaborarán nuevos platos para el menú.,Chefs del restaurante elaborarán nuevos platos para el menú.,omision,GPT-3.5_fewshot
Asistieron unos quinientos participantes,Asistieron quinientos participantes,dificultades_variadas,neutral_es
Los formadores impartieron un curso de desarrollo profesional.,El equipo de formación impartió un curso de desarrollo profesional.,plurales,GPT-3.5_CaDi
"No obstante , los aspirantes deberán notificar inmediatamente a la Comisión cualquier modificación importante de su información sobre el evento.","No obstante , quienes aspiren deberán notificar inmediatamente a la Comisión cualquier modificación importante de su información sobre el evento.",dificultades_variadas,neutral_es
Los indios tienen una rica tradición culinaria.,La población india tiene una rica tradición culinaria.,culturas,GPT-3.5_fewshot
es un gran logro para el hombre,es un gran logro para la humanidad ,plural_neutro,human
Los suizos son expertos en la fabricación de relojes.,La población suiza es experta en la fabricación de relojes.,culturas,GPT-3.5_fewshot
Los músicos tocarán en el concierto benéfico para recaudar fondos para una causa solidaria.,Se realizará un concierto benéfico para recaudar fondos para una causa solidaria.,dificultades_variadas,GPT-3.5_fewshot
la novia de Sergio trabaja de científico y dedica tiempo a la escritura y la creación de poesía.,la novia de Sergio trabaja de científica y dedica tiempo a la escritura y la creación de poesía.,feminizar_profesiones,human_combinatory
El gobernador anunció medidas de seguridad,El gobierno anunció medidas de seguridad,plural_neutro,GPT-3.5_fewshot
El documento debe ser firmado por la solicitante de la beca,El documento debe ser firmado por quien solicite la beca,dificultades_variadas,neutral_es
Hay que respetar las propiedades de las demás,Hay que respetar las propiedades del resto,dificultades_variadas,neutral_es
Los barman preparan deliciosos cócteles en el bar.,El personal de la barra prepara deliciosos cócteles en el bar.,plurales,GPT-3.5_CaDi
Los archiveros organizan y gestionan documentos importantes.,El personal del archivo organiza y gestiona documentos importantes.,plurales,GPT-3.5_CaDi
Los diputados y senadores debatieron en el pleno sobre la reforma legislativa.,Los miembros del Congreso y del Senado debatieron en el pleno sobre la reforma legislativa.,plurales,GPT-3.5_fs_multiplication
muchas jóvenes salen de fiesta asiduamente,una gran parte de jóvenes salen de fiesta asiduamente,dificultades_variadas,neutral_es
Se advierte a los excursionistas sobre el riesgo de incendios forestales durante la temporada seca.,Se advierte sobre el riesgo de incendios forestales durante la temporada seca.,omision,GPT-3.5_fewshot
Los migrantes cruzan fronteras en busca de oportunidades.,Las personas migrantes cruzan fronteras en busca de oportunidades.,terminologia,GPT-3.5_fewshot
La normativa se dirigía a los voluntarios y explicaba sus deberes y obligaciones,La normativa se dirigía al voluntariado y explicaba sus deberes y obligaciones,dificultades_variadas,neutral_es
Se ruega enviar la documentación solicitada al interesado antes del plazo establecido.,Se ruega enviar la documentación solicitada a la persona interesada antes del plazo establecido.,persona_generica,GPT-3.5_fewshot
Los jardineros cuidan y mantienen los jardines públicos.,El personal de jardinería cuida y mantiene los jardines públicos.,plural_complejo,GPT-3.5_fewshot
Las estudiantes Gabriela Pérez y Josefina Sánchez demostraron su creatividad en el proyecto,Las estudiantes Gabriela Pérez y Josefina Sánchez demostraron su creatividad en el proyecto,nombres_propios,GPT-3.5_fewshot
"Durante milenios , los hombres han explorado alternativas.","Durante milenios , las personas han explorado alternativas.",dificultades_variadas,neutral_es
Los profesores Hugo y Mateo impartirán el temario de Educación Física.,Los profesores Hugo y Mateo impartirán el temario de Educación Física.,no_cambia,neutral_es
Los esclavos eran tratados como propiedad.,Las personas esclavizadas eran tratadas como propiedad.,terminologia,GPT-3.5_fewshot
Va dirigido a los estudiantes de último semestre,Va dirigido a estudiantes de último semestre,dificultades_variadas,neutral_es
"Bienvenido , ¡regístrese ahora y permítanos que le ayudemos!","Hola , ¡regístrese ahora y permítanos que le ayudemos!",dificultades_variadas,neutral_es
Cuando uno lee las noticias,Cuando alguien lee las noticias,persona_generica,guia_CONICET
Los empleados cuentan con este beneficio disponible.,Las personas empleadas cuentan con este beneficio disponible.,persona_generica,guia_TAI
Los migrantes son una fuerza laboral importante en muchos países.,Las personas migrantes son una fuerza laboral importante en muchos países.,terminologia,GPT-3.5_fewshot
La vicedirectora Sánchez colaboró estrechamente con el personal docente.,La vicedirectora Sánchez colaboró estrechamente con el personal docente.,nombres_propios,GPT-3.5_fewshot
Los alpinistas escalan montañas de gran altura.,Las y los alpinistas escalan montañas de gran altura.,plurales,GPT-3.5_CaDi
La normativa está enfocada a los voluntarios y les explicaba el nuevo procedimiento de admisión de miembros,La normativa está enfocada al voluntariado y les explicaba el nuevo procedimiento de admisión de miembros,dificultades_variadas,neutral_es
Los encargados del mantenimiento repararon la avería en la sala de conferencias.,El personal encargado del mantenimiento reparó la avería en la sala de conferencias.,plurales,GPT-3.5_fs_multiplication
Los países tercermundistas enfrentan numerosos desafíos económicos y sociales.,Los países empobrecidos enfrentan numerosos desafíos económicos y sociales.,terminologia,GPT-3.5_fewshot
Los miembros deben presentar la solicitud a través del SIGEVA.,La solicitud se debe presentar a través del SIGEVA.,omision,guia_CONICET
El chef preparará platos deliciosos para los comensales.,Cada chef preparará platos deliciosos para los comensales.,persona_generica,GPT-3.5_fewshot
Los estudiantes franceses disfrutan de una rica vida cultural en sus universidades.,El estudiantado francés disfruta de una rica vida cultural en sus universidades.,plural_complejo,GPT-3.5_fewshot
Los colegas se apoyan mutuamente en el trabajo.,Las y los colegas se apoyan mutuamente en el trabajo.,plurales,GPT-3.5_CaDi
Los chefs innovan en la cocina.,Las y los chefs innovan en la cocina.,plurales,GPT-4_human
Fomentar la participación de los alumnos en el juego y también el diálogo entre los alumnos,Fomentar la participación del alumnado en el juego y también el diálogo entre el alumnado,dificultades_variadas,neutral_es
La iniciativa tiene como objetivo llegar a los estudiantes de la Universidad de Granada,La iniciativa tiene como objetivo llegar a estudiantes de la Universidad de Granada,dificultades_variadas,neutral_es
la docente debe solicitar los papeles,cada docente debe solicitar los papeles,dificultades_variadas,neutral_es
la madre de mi amigo es una gran técnico de sistemas,la madre de mi amigo es una gran técnica de sistemas,feminizar_profesiones,human_combinatory
El cuerpo del hombre es un tema de estudio en anatomía.,El cuerpo humano es un tema de estudio en anatomía.,plurales,GPT-3.5_fewshot
Cada uno de los asistentes deberá solicitar el justificante de asistencia,Cada asistente deberá solicitar el justificante de asistencia,dificultades_variadas,neutral_es
"Estas iniciativas se desarrollan en todo el espectro de interacciones entre los funcionarios y el público , ya sea en la contratación , admisión escolar entre otros","Estas iniciativas se desarrollan en todo el espectro de interacciones entre el personal funcionario y el público , ya sea en la contratación , admisión escolar entre otros",dificultades_variadas,neutral_es
las funcionarias son seleccionadas antes del mes que viene,el funcionariado es seleccionado antes del mes que viene,dificultades_variadas,neutral_es
Los que superen la prueba de aptitud,Quienes superen la prueba de aptitud,persona_generica,guía_CCGG
